"state","legislation","section","offence_code","description","amount_aud","penalty_units","amount_basis","source","source_url","source_as_at","page"
"NSW","Local Government Act 1993","650(4)(a)","92355","Not stand vehicle in marked parking space","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650-1"
"NSW","Local Government Act 1993","650(4)(c)","93887","Park vehicle crosses space markings","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650-1"
"NSW","Local Government Act 1993","650(4)(c)","93888","Park vehicle crosses space markings","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650-1"
"NSW","Local Government Act 1993","650(4)(b)","93885","Park vehicle in occupied marked parking space","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650-1"
"NSW","Local Government Act 1993","650(4)(b)","93886","Park vehicle in occupied marked parking space","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650-1"
"NSW","Local Government Act 1993","650A(1)","93894","Park vehicle strata parking area etc more than maximum time permitted","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","Local Government Act 1993","650A(1)","87991","Park vehicle in strata parking area etc contrary to sign","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","Local Government Act 1993","650A(1)","91554","Park vehicle designated disability parking space","704","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","Local Government Act 1993","650A(1)","93895","Park vehicle strata parking area etc over maximum time permitted","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","Local Government Act 1993","650A(1)","93893","Park vehicle strata parking area etc not at times permitted","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","Local Government Act 1993","650A(4)(a)","93897","Park vehicle not in marked parking space","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","Local Government Act 1993","650A(4)(a)","93898","Park vehicle not in marked parking space","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","Local Government Act 1993","650A(4)(c)","93901","Park vehicle not wholly in marked parking space","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","Local Government Act 1993","650A(4)(c)","93902","Park vehicle not wholly in marked parking space","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","Local Government Act 1993","650A(4)(b)","93899","Park vehicle in marked parking space with other vehicle parked","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","Local Government Act 1993","650A(4)(b)","93900","Park vehicle in marked parking space with other vehicle parked","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/local-government-act-1993-s-650a-1"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(o)","103916","Park vehicle in park obstruct use of road/track etc","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(o)","94558","Park vehicle in park obstruct use of road/track etc","152","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(o)","94560","Park vehicle in park damage or destroy any vegetation","152","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(o)","103915","Park vehicle in park endanger safety of others","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","6(2)(g)","94531","Enter/use park or facilities not in accordance conditions","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(g2)","103911","Park vehicle for longer than allowed by sign","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(g)","94550","Park vehicle not in area set aside for parking vehicles","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(g4)","103913","Stop vehicle in area where no stopping sign applies","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","6(2)(a)","94525","Enter park or part of park closed to public","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","6(2)(e)","94529","Enter or use park or part of park not pay required fee","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(h)","94551","Park vehicle in disability parking area not as prescribed","405","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(g1)","103910","Park vehicle in area where no parking sign applies","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","6(2)(b)","94526","Remain in or leave vehicle in park after closed to public","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(g3)","103912","Park vehicle in area in contravention of condition applying in area","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(p)","103917","Park vehicle in park/damage/destroy vegetation/cultural objects/other park assets","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(2)(a)","103747","Park vehicle on road/track etc where gate obstructs access","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","12(5)","94583","Camp in park or part of park when prohibited by notice","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","6(2)(f)","94530","Use facilities/carry out activity contravening notice","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(1)(d)(iii)","103754","Park in park not have number-plate or registration plate as prescribed","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","National Parks and Wildlife Regulation 2019","10(2)(b)","103745","Park vehicle on road/track/etc when access restricted or obstructed","300","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/national-parks-and-wildlife-regulation-2019-cl-10-1-o"
"NSW","Road Rules 2014","183(1)","82817","Stop in bus zone (not clearway or transit/bus lane)","330","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-183-1"
"NSW","Road Rules 2014","183(1)","82818","Stop in bus zone (in school zone)","423","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-183-1"
"NSW","Road Rules 2014","183(1)","82819","Stop in bus zone (clearway or transit/bus lane)","330","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-183-1"
"NSW","Road Rules 2014","184(1)","93907","Stop in minibus zone (not clearway etc)","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-184-1"
"NSW","Road Rules 2014","184(1)","93908","Stop in minibus zone (not clearway etc)","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-184-1"
"NSW","Road Rules 2014","184(1)","83464","Stop in minibus zone (clearway or transit/bus lane)","235","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-184-1"
"NSW","Road Rules 2014","207(2)","97244","Fail to pay parking fee/obey instructions on sign etc","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-207-2"
"NSW","Road Rules 2014","207(2)","97245","Fail to pay parking fee/obey instructions on sign etc","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-207-2"
"NSW","Road Rules 2014","207-7","93858","Park in pay parking area or space that is closed","100","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-207-2"
"NSW","Road Rules 2014","207-7","93857","Park in pay parking area or space that is closed","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-207-2"
"NSW","Road Rules 2014","205","92362","Park continuously for longer than indicated","140","","","Revenue NSW penalty notice data set (DFOSF 001), FY2025-26","https://www.revenue.nsw.gov.au/help-centre/resources-library/statistics/penalty-notice-data-2025-2026-dfosf-001-2025.xlsx","FY2025-26","https://www.catoappeals.com/au/nsw/parking-fines/road-rules-2014-r-205"
